Term | TF-IDF country | TF-IDF pop | TF-IDF rap | TF-IDFrock
lata	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
messin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
hataz	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
mayback	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
racetrack	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
konyak	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Seat	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
strawhat	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Tippin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
bubbley	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Peal	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Dough	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
eatlin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
escalade	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
barber	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
sprayed	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
fresher	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
sharper	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
spinnin	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
a10c	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
ZT	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
mtv	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
celebrity	|	0.000000	|	0.000000	|	0.301030	|	0.903090	|	
Seytoba	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Bapes	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
'74	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Oldsmo	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Cornerstore	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Amaco	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
crist	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
wola	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Grocian	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
E's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Steala	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Starburst	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Fruity	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Pebbles	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
envied	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Chong	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Leanin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Pill	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
sixes	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Mikey's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
pharaoh	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
feedin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
grapes	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
trout	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
toyin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
talented	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
Trappa	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
rappa	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
P's	|	0.000000	|	0.000000	|	3.010300	|	0.000000	|	
trappa	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
hubcaps	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
Em	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
ye	|	0.000000	|	0.000000	|	4.816480	|	0.000000	|	
procedure	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
rippin	|	0.000000	|	0.000000	|	0.301030	|	0.903090	|	
Robbed	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Ye	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hittin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
athelete	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
house30	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
bookbag	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Chat	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
bigga	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
freshen	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Kicked	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
nicknamed	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Shop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Splurge	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
comrads	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
warranty	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
taser	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
nutsacks	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
considered	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
nowadays	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
BMF	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
degraded	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
excon	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Wave	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Dons	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Lil'flare	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Ev'rybody	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
'tween	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
prepare	|	0.000000	|	0.000000	|	0.301030	|	0.903090	|	
frickin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Mane'll	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
intensive	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
grizzly	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Jeez	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
twentythrees	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
motha	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
fuckas	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
clipse	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
ak'n'invest	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
correction	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
domes	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
franchise	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
seein	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
shit'split	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
site	|	0.000000	|	0.000000	|	0.602060	|	0.301030	|	
Pitchin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
skreet	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
snead	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
limper	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Flatbush	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
ave	|	0.000000	|	0.000000	|	0.602060	|	0.301030	|	
contender	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
wheelies	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
ceo	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
simp	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
e'ryday	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
crist'	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
shitlist	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
scrap	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
haters'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
mill'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Antisocial	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
socialize	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
What'cha	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
certified	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
thou'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
'rrari	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
young'un	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Benefits	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
6's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
lamborghini	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
do's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
fo'fo'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
'fuck	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
hater'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
exterminator	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
orkin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
marching	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
busters	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hm	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
m'fuckin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
grandfather's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Mollys	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hunnids	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Purp	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
ouu	|	0.000000	|	0.000000	|	13.245320	|	0.000000	|	
Mountain	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Dew	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
yoppa	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Macarena	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Xan	|	0.000000	|	0.000000	|	3.010300	|	0.000000	|	
GTA	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
smacker	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
sewer	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
brr	|	0.000000	|	0.000000	|	15.653560	|	0.000000	|	
BiBig	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Balmains	|	0.000000	|	0.000000	|	3.010300	|	0.000000	|	
nope	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
jects	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
tutory	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
airline	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
projects	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
percocet	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
WestJet	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
meth	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Purpp	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Prrrrt	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Ronny	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Legit	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
oou	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
bald	|	0.000000	|	0.000000	|	0.301030	|	1.204120	|	
Caillou	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Holes	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
prrr	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Kid's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Cuisine	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
El	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Chapo	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Sak's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
sacks	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
rubbin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
217	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
quarterback	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
AR	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Pontiac	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
shippin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
eighties	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hailey	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Boat	|	0.000000	|	0.000000	|	4.214420	|	0.000000	|	
hiccup	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Bang	|	0.000000	|	0.000000	|	0.602060	|	0.301030	|	
muhfuckin'	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
fronto	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
igloo	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
disco	|	0.000000	|	0.000000	|	0.301030	|	0.903090	|	
Bih	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
shoe's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
untied	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Side	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
MAC11	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Superman	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
yoop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
backflip	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
flexer	|	0.000000	|	0.000000	|	16.857680	|	0.000000	|	
youngest	|	0.000000	|	0.000000	|	15.653560	|	0.000000	|	
stretcher	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
smoothie	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
sixty	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Wingstop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
threesome	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
outright	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
lease	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Wop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
prolly'	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
bicycle	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
blessin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Swervin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Maserati's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
thot	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
Wok	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
xan	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
loaf	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
inked	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
P1	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
milkin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
pat	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
foenem	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
pointin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hammer	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Shooters	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Rubin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Nut	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
geek	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Drippin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Burberry	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
chug	|	0.000000	|	0.000000	|	0.301030	|	1.505150	|	
Maseratis	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Brinks	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
9th	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Milwaukee	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Bucks	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Could've	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
sneezin'	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
achoo	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
freon	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
peed	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
peons	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Primetime	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
overdose	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
remote	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Ric	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Flair	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
halls	|	0.000000	|	0.000000	|	0.301030	|	0.602060	|	
Fiji	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Ouu	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
swerving	|	0.000000	|	0.000000	|	4.816480	|	0.000000	|	
brrr	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
piston	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Carol	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
m'fucker	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Maybach	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
whacked	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
topless	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
choppas	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
Dade	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
imposters	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
stovetop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
bball	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Bullet	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
donut	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
BelAir	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
ganggang	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
VVS	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
choker	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
wifin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
tack	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Chase	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Flapjack	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
zigzags	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
zap	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
hunnit'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
32	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
betray	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
90	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
drippin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
snitchin'	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
henchmen	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
shotty	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
muscle	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Tayman	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
rollie	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
m's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
felon	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
duty	|	0.000000	|	0.000000	|	0.301030	|	0.602060	|	
seeker	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
regal	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
trenches	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
beefing	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
squeezing	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
demon	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Knife	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
30k	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
AK47's	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
neo	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Skirt	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
Skrrrt	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Scrape	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Pew	|	0.000000	|	0.000000	|	5.418540	|	0.000000	|	
AK47	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Lotto	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
temple	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
snatching	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
savages	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
rotation	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
booling	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Lock	|	0.000000	|	0.000000	|	3.612360	|	0.301030	|	
apartments	|	0.000000	|	0.000000	|	3.010300	|	0.000000	|	
clapping	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
batman	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
locker	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
clapped	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
ref	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Thumbing	|	0.000000	|	0.000000	|	3.612360	|	0.000000	|	
ow	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
Bloah	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
Xanax	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
percocets	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
lortabs	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Plies	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Stankin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
'partments	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Slaughter	|	0.000000	|	0.000000	|	8.428840	|	0.000000	|	
'parments	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Ploah	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
standards	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
licking	|	0.000000	|	0.000000	|	0.602060	|	0.301030	|	
Nudy	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
hunned	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
Drippin	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
mommas	|	0.000000	|	0.000000	|	2.408240	|	0.000000	|	
ducttaped	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Ijust	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
BJ	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
juke	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
extensions	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
firin'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Backdoor	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
pusssy	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Air	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
schorchy	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
scorch	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
20k	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hawk	|	0.000000	|	0.000000	|	0.301030	|	0.301030	|	
applause	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Claus	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
SanTan	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
starving	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
robbing	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
toetagged	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
boof	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Whippin	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
Adobe	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
ginobli	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
trusting	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
Thot	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
karrots	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Backwood	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Hunnit	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
vacuume	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
extravagant	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
clappin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
claimin	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
yeen	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
lamer	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
lethal	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
swisher	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
buuh	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
MC'	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Skert	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
funds	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Rep	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
dada	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
wuu	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
skripping	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
6x	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
recycle	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
NyQuil	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
garments	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
piling	|	0.000000	|	0.000000	|	1.806180	|	0.000000	|	
teriyaki	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Jew	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
rarri	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
1017	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
wop	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
nipples	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Butt	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
GStar	|	0.000000	|	0.000000	|	0.602060	|	0.000000	|	
Dreezy	|	0.000000	|	0.000000	|	1.204120	|	0.000000	|	
